id,image_path,articleType,gender,baseColour,season,usage,productDisplayName,mapped_color,neckline,dress_length,fabric,pattern,sleeve_length,mapped_usage,color_encoded,neckline_encoded,dress_length_encoded,fabric_encoded,pattern_encoded,sleeve_length_encoded,usage_encoded,season_encoded,gender_encoded
40666,/content/fashion_data/images/40666.jpg,Tops,Women,Navy Blue,Summer,Casual,Lee Women Rosa Navy Blue Top,Navy Blue,V-Neck,Mini,Polyester,Solid,Bell Sleeve,Casual,12,14,4,7,7,1,0,2,2
8773,/content/fashion_data/images/8773.jpg,Shirts,Men,White,Fall,Casual,Indigo Nation Men Price catch Yellow Shirts,White,Collared,Mini,Cotton,Solid,3/4 Sleeve,Casual,22,1,4,1,7,0,0,0,0
3431,/content/fashion_data/images/3431.jpg,Tshirts,Men,Black,Summer,Casual,Myntra Mens I Have a Helluva Attitude T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,3,4,1,7,4,0,2,0
13217,/content/fashion_data/images/13217.jpg,Shirts,Men,White,Fall,Casual,Palm Tree Kids Boys Solid White Shirts,White,V-Neck,Mini,Cotton,Solid,Long Sleeve,Casual,22,14,4,1,7,3,0,0,0
20309,/content/fashion_data/images/20309.jpg,Sweaters,Women,Grey,Fall,Casual,Jealous 21 Women Solid Grey Sweater,Grey,V-Neck,Mini,Cotton,Solid,Long Sleeve,Casual,9,14,4,1,7,3,0,0,2
38979,/content/fashion_data/images/38979.jpg,Shirts,Men,Grey,Summer,Formal,Arrow Men Grey Check Shirt,Grey,Collared,Mini,Linen,Plaid,3/4 Sleeve,Formal,9,1,4,6,5,0,2,2,0
34997,/content/fashion_data/images/34997.jpg,Sarees,Women,Pink,Summer,Ethnic,Fabindia Pink Hand Printed Sari,Pink,High Neck,Floor-length,Cotton,Abstract,Cap Sleeve,Festive/Religious,16,5,0,1,0,2,1,2,2
7300,/content/fashion_data/images/7300.jpg,Tshirts,Men,Red,Fall,Casual,Free Authority Men's Abstract Mix Red T-shirt,Red,Scoop Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,18,10,4,7,0,4,0,0,0
8280,/content/fashion_data/images/8280.jpg,Tshirts,Men,Green,Fall,Casual,Mr.Men Men's Green Black T-shirt,Green,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,3,4,1,7,4,0,0,0
43536,/content/fashion_data/images/43536.jpg,Tops,Women,Peach,Summer,Casual,French Connection Women Peach Top,Nude,V-Neck,Mini,Cotton,Solid,Bell Sleeve,Casual,13,14,4,1,7,1,0,2,2
33563,/content/fashion_data/images/33563.jpg,Tshirts,Women,Yellow,Summer,Casual,Wrangler Women Butterfly Yellow T-shirt,Yellow,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,23,3,4,1,7,4,0,2,2
2341,/content/fashion_data/images/2341.jpg,Tshirts,Men,Black,Fall,Casual,Reebok Men Graffiti Black T-shirt,Black,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,3,4,1,7,4,0,0,0
9999,/content/fashion_data/images/9999.jpg,Tops,Women,Blue,Summer,Casual,Palm Tree Kids Girl Mm Merlin Top Blue Tops,Blue,Halter,Mini,Chiffon,Solid,Sleeveless,Casual,2,4,4,0,7,5,0,2,2
39398,/content/fashion_data/images/39398.jpg,Tshirts,Men,Purple,Summer,Casual,Peter England Men Polo Neck Purple T-shirt,Purple,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,17,10,4,1,7,4,0,2,0
19324,/content/fashion_data/images/19324.jpg,Sweatshirts,Men,Maroon,Fall,Casual,Myntra Men Solid Maroon Sweatshirt,Maroon,Crew Neck,Mini,Polyester,Solid,Long Sleeve,Casual,10,3,4,7,7,3,0,0,0
33541,/content/fashion_data/images/33541.jpg,Tops,Women,Navy Blue,Summer,Casual,Wrangler Women Rosy Navy Blue Top,Navy Blue,Scoop Neck,Mini,Crepe,Solid,Sleeveless,Casual,12,10,4,2,7,5,0,2,2
24174,/content/fashion_data/images/24174.jpg,Kurtis,Women,Turquoise Blue,Fall,Ethnic,Aurelia Women Turquoise Blue Kurti,Teal,High Neck,Knee-length,Crepe,Solid,Short Sleeve,Festive/Religious,21,5,1,2,7,4,1,0,2
5892,/content/fashion_data/images/5892.jpg,Tops,Women,White,Summer,Casual,Puma Women Tank White Tops,White,Halter,Mini,Chiffon,Solid,Cap Sleeve,Casual,22,4,4,0,7,2,0,2,2
47031,/content/fashion_data/images/47031.jpg,Kurtas,Women,Brown,Summer,Ethnic,Shree Women Brown & Mustard Kurta,Brown,Collared,Maxi,Silk,Solid,Short Sleeve,Festive/Religious,3,1,2,9,7,4,1,2,2
59631,/content/fashion_data/images/59631.jpg,Sarees,Women,Red,Fall,Ethnic,FNF Red & Gold Collection for Wedding Sari,Red,High Neck,Floor-length,Satin,Solid,Cap Sleeve,Festive/Religious,18,5,0,8,7,2,1,0,2
9942,/content/fashion_data/images/9942.jpg,Tshirts,Men,Maroon,Fall,Casual,Probase Men Last Week Maroon Tshirts,Maroon,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,10,14,4,1,7,4,0,0,0
6008,/content/fashion_data/images/6008.jpg,Shirts,Men,Yellow,Summer,Casual,Highlander Men Yellow Black Checked Shirt,Yellow,V-Neck,Mini,Linen,Plaid,Short Sleeve,Casual,23,14,4,6,5,4,0,2,0
22327,/content/fashion_data/images/22327.jpg,Tshirts,Men,Orange,Fall,Casual,John Players Men Stripes Orange Polo T-Shirt,Orange,Crew Neck,Mini,Cotton,Striped,Short Sleeve,Casual,15,3,4,1,8,4,0,0,0
21162,/content/fashion_data/images/21162.jpg,Sweaters,Women,Pink,Fall,Casual,s.Oliver Women Solid Pink Sweater,Pink,Turtleneck,Knee-length,Polyester,Solid,Long Sleeve,Casual,16,13,1,7,7,3,0,0,2
11784,/content/fashion_data/images/11784.jpg,Tshirts,Women,Black,Summer,Casual,Lee Women Solid Black Tshirts,Black,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,1,3,4,1,7,2,0,2,2
48405,/content/fashion_data/images/48405.jpg,Tshirts,Men,Grey,Summer,Casual,French Connection Men Grey Printed T-shirt,Grey,V-Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,9,14,4,1,0,4,0,2,0
25702,/content/fashion_data/images/25702.jpg,Tops,Women,Pink,Summer,Casual,Mumbai Slang Women Printed Pink Top,Pink,Square Neck,Mini,Chiffon,Abstract,Bell Sleeve,Casual,16,11,4,0,0,1,0,2,2
39776,/content/fashion_data/images/39776.jpg,Shirts,Men,Red,Summer,Casual,Peter England Men Red & Navy Blue Casual Shirt,Red,Collared,Mini,Polyester,Solid,Short Sleeve,Casual,18,1,4,7,7,4,0,2,0
39455,/content/fashion_data/images/39455.jpg,Kurtas,Women,Multi,Summer,Ethnic,Diva Women Multi Coloured Kurta,Multi-color,Collared,Maxi,Linen,Solid,3/4 Sleeve,Festive/Religious,11,1,2,6,7,0,1,2,2
16232,/content/fashion_data/images/16232.jpg,Sweatshirts,Men,Grey,Fall,Casual,Puma Men Ess Hooded Grey Sweatshirt,Grey,Crew Neck,Mini,Cotton,Solid,Long Sleeve,Casual,9,3,4,1,7,3,0,0,0
1928,/content/fashion_data/images/1928.jpg,Tshirts,Men,Green,Fall,Casual,Puma Mens One Love T-shirt,Green,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,8,14,4,1,7,4,0,0,0
13996,/content/fashion_data/images/13996.jpg,Jackets,Women,Black,Fall,Sports,Nike Women Solid Black Jackets,Black,Collared,Knee-length,Polyester,Solid,Long Sleeve,Sports,1,1,1,7,7,3,4,0,2
19987,/content/fashion_data/images/19987.jpg,Tops,Women,Blue,Summer,Casual,United Colors of Benetton Women Solid Blue Top,Blue,Square Neck,Mini,Crepe,Solid,Short Sleeve,Casual,2,11,4,2,7,4,0,2,2
11533,/content/fashion_data/images/11533.jpg,Tshirts,Men,Blue,Fall,Casual,United Colors of Benetton Men Light Winter Blue Tshirt,Blue,V-Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,2,14,4,7,7,2,0,0,0
19532,/content/fashion_data/images/19532.jpg,Sweaters,Men,Red,Summer,Casual,United Colors of Benetton Men Solid Red Sweater,Red,Mock Neck,Mini,Polyester,Solid,Long Sleeve,Casual,18,7,4,7,7,3,0,2,0
49924,/content/fashion_data/images/49924.jpg,Sarees,Women,Green,Fall,Ethnic,Fabindia Green Maheshwari Maheshwari Zari Saree,Green,V-Neck,Maxi,Crepe,Solid,Sleeveless,Festive/Religious,8,14,2,2,7,5,1,0,2
5765,/content/fashion_data/images/5765.jpg,Tops,Women,Black,Summer,Casual,Jealous 21 Women Black Sleevless Top,Black,Off-Shoulder,Mini,Polyester,Solid,Cap Sleeve,Casual,1,8,4,7,7,2,0,2,2
38806,/content/fashion_data/images/38806.jpg,Tshirts,Men,Red,Summer,Casual,Marvel Men Red Printed T-shirt,Red,Crew Neck,Mini,Cotton,Abstract,Short Sleeve,Casual,18,3,4,1,0,4,0,2,0
40654,/content/fashion_data/images/40654.jpg,Kurtas,Women,Pink,Summer,Ethnic,Span Women Pink Kurta,Pink,V-Neck,Knee-length,Silk,Solid,3/4 Sleeve,Festive/Religious,16,14,1,9,7,0,1,2,2
9621,/content/fashion_data/images/9621.jpg,Shirts,Men,Blue,Fall,Casual,Indigo Nation Men Checks Blue Shirts,Blue,Collared,Mini,Polyester,Plaid,Long Sleeve,Casual,2,1,4,7,5,3,0,0,0
18312,/content/fashion_data/images/18312.jpg,Sweaters,Men,Grey,Summer,Casual,Wills Sport Men Grey Striped Sweater,Grey,Cowl Neck,Knee-length,Wool,Striped,Long Sleeve,Casual,9,2,1,10,8,3,0,2,0
16123,/content/fashion_data/images/16123.jpg,Tshirts,Men,Blue,Fall,Sports,ADIDAS Men Blue Polo Tshirt,Blue,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Sports,2,10,4,1,7,4,4,0,0
18763,/content/fashion_data/images/18763.jpg,Shirts,Women,White,Fall,Formal,Arrow Woman Ariella White Shirt,White,V-Neck,Mini,Cotton,Solid,Short Sleeve,Formal,22,14,4,1,7,4,2,0,2
38830,/content/fashion_data/images/38830.jpg,Dresses,Women,Navy Blue,Summer,Casual,Latin Quarters Women Navy Blue Printed Dress,Navy Blue,One-Shoulder,Midi,Lace,Abstract,Long Sleeve,Casual,12,9,3,4,0,3,0,2,2
24907,/content/fashion_data/images/24907.jpg,Tshirts,Men,Navy Blue,Summer,Casual,United Colors of Benetton Kids Boys Navy Blue Printed T-shirt,Navy Blue,Crew Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,12,3,4,7,0,4,0,2,0
41106,/content/fashion_data/images/41106.jpg,Tops,Women,Yellow,Summer,Casual,Allen Solly Woman Yellow Top,Yellow,Off-Shoulder,Mini,Crepe,Solid,3/4 Sleeve,Casual,23,8,4,2,7,0,0,2,2
10003,/content/fashion_data/images/10003.jpg,Tshirts,Women,White,Fall,Sports,Nike Women As Nike Eleme White T-Shirt,White,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,22,3,4,1,7,2,4,0,2
21928,/content/fashion_data/images/21928.jpg,Kurtas,Women,Purple,Fall,Ethnic,BIBA Women Printed Purple Kurta,Purple,Keyhole,Knee-length,Silk,Abstract,Short Sleeve,Festive/Religious,17,6,1,9,0,4,1,0,2
31261,/content/fashion_data/images/31261.jpg,Tshirts,Men,Green,Summer,Casual,Puma Men Munchen Green T-shirt,Green,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,8,10,4,1,7,2,0,2,0
12495,/content/fashion_data/images/12495.jpg,Tshirts,Women,White,Fall,Casual,United Colors of Benetton Women Short White T-shirt,White,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,22,3,4,1,7,2,0,0,2
8188,/content/fashion_data/images/8188.jpg,Shirts,Men,Purple,Summer,Casual,Locomotive Men Solid Poplin Laidley Purple Shirts,Purple,V-Neck,Mini,Linen,Solid,Long Sleeve,Casual,17,14,4,6,7,3,0,2,0
43645,/content/fashion_data/images/43645.jpg,Dresses,Women,Grey,Summer,Casual,Vero Moda Women Grey Dress,Grey,Sweetheart,Mini,Silk,Solid,3/4 Sleeve,Casual,9,12,4,9,7,0,0,2,2
3314,/content/fashion_data/images/3314.jpg,Tshirts,Men,Brown,Summer,Casual,Guerrilla Men's Warrior Brown T-shirt,Brown,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,3,3,4,1,7,4,0,2,0
31248,/content/fashion_data/images/31248.jpg,Tshirts,Men,Red,Summer,Casual,Puma Men Red Polo T-shirt,Red,Scoop Neck,Mini,Cotton,Solid,Short Sleeve,Casual,18,10,4,1,7,4,0,2,0
41552,/content/fashion_data/images/41552.jpg,Shirts,Men,Blue,Winter,Casual,Probase Blue & Black Checked Slim Fit Casual Shirt,Blue,Collared,Mini,Cotton,Plaid,Short Sleeve,Casual,2,1,4,1,5,4,0,3,0
53389,/content/fashion_data/images/53389.jpg,Kurtas,Women,Orange,Summer,Ethnic,Aurelia Women Orange Kurta,Orange,V-Neck,Knee-length,Linen,Solid,3/4 Sleeve,Festive/Religious,15,14,1,6,7,0,1,2,2
8336,/content/fashion_data/images/8336.jpg,Tshirts,Men,Red,Fall,Casual,Doodle Boy's 77 Juniors League Red White Kidswear,Red,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,18,3,4,1,7,4,0,0,0
53420,/content/fashion_data/images/53420.jpg,Kurtas,Women,Blue,Fall,Ethnic,Alma Women Blue Printed Kurta,Blue,Collared,Maxi,Linen,Abstract,Long Sleeve,Festive/Religious,2,1,2,6,0,3,1,0,2
49919,/content/fashion_data/images/49919.jpg,Sarees,Women,Maroon,Fall,Ethnic,Fabindia Maroon Printed Ajrakh Dhonekhali Saree,Maroon,High Neck,Maxi,Chiffon,Abstract,Sleeveless,Festive/Religious,10,5,2,0,0,5,1,0,2
34443,/content/fashion_data/images/34443.jpg,Tshirts,Women,Yellow,Summer,Casual,Myntra Women Cute Dog Yellow T-shirt,Yellow,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,23,3,4,1,7,2,0,2,2
40091,/content/fashion_data/images/40091.jpg,Tshirts,Men,White,Summer,Casual,ADIDAS Men White T-shirt,White,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,22,10,4,7,7,4,0,2,0
37809,/content/fashion_data/images/37809.jpg,Shirts,Men,Blue,Summer,Casual,John Players Men Satin Stripes Blue Shirt,Blue,Collared,Mini,Linen,Striped,Short Sleeve,Casual,2,1,4,6,8,4,0,2,0
27440,/content/fashion_data/images/27440.jpg,Tops,Women,Purple,Fall,Casual,Jockey Women Purple Racerback Tank Top,Purple,Halter,Mini,Polyester,Solid,Bell Sleeve,Casual,17,4,4,7,7,1,0,0,2
19673,/content/fashion_data/images/19673.jpg,Tshirts,Women,Pink,Summer,Casual,United Colors of Benetton Women Pink T-shirt,Pink,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,16,3,4,1,7,2,0,2,2
59933,/content/fashion_data/images/59933.jpg,Kurtas,Women,Multi,Summer,Ethnic,Diva Women Multi Coloured Kurta,Multi-color,Collared,Maxi,Cotton,Solid,Short Sleeve,Festive/Religious,11,1,2,1,7,4,1,2,2
9560,/content/fashion_data/images/9560.jpg,Tshirts,Men,White,Summer,Sports,Nike Men Tmtsc White T-Shirts,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,22,3,4,1,7,4,4,2,0
7500,/content/fashion_data/images/7500.jpg,Tshirts,Women,Purple,Summer,Sports,Nike Women's Purple Polo T-shirt,Purple,Crew Neck,Mini,Cotton,Solid,Cap Sleeve,Sports,17,3,4,1,7,2,4,2,2
24885,/content/fashion_data/images/24885.jpg,Tshirts,Women,Navy Blue,Summer,Casual,United Colors of Benetton Women Navy Blue Polo T-shirt,Navy Blue,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Casual,12,10,4,7,7,4,0,2,2
43665,/content/fashion_data/images/43665.jpg,Tunics,Women,Purple,Summer,Casual,ONLY Women Purple Tunic,Purple,Crew Neck,Midi,Cotton,Solid,Long Sleeve,Casual,17,3,3,1,7,3,0,2,2
7169,/content/fashion_data/images/7169.jpg,Shirts,Men,Blue,Fall,Casual,Scullers Men Scul Navy Blue Shirt,Blue,Collared,Knee-length,Polyester,Solid,Long Sleeve,Casual,2,1,1,7,7,3,0,0,0
11270,/content/fashion_data/images/11270.jpg,Tshirts,Men,Maroon,Fall,Sports,Nike Men As Ss Cruiser Maroon T-Shirts,Maroon,Scoop Neck,Mini,Polyester,Solid,Short Sleeve,Sports,10,10,4,7,7,4,4,0,0
13879,/content/fashion_data/images/13879.jpg,Shirts,Men,Red,Fall,Casual,Scullers Men Check Red Shirts,Red,Collared,Knee-length,Linen,Plaid,Long Sleeve,Casual,18,1,1,6,5,3,0,0,0
37282,/content/fashion_data/images/37282.jpg,Tshirts,Women,Purple,Summer,Casual,Tantra Women Purple Prima Donna T-shirt,Purple,Crew Neck,Mini,Polyester,Solid,Cap Sleeve,Casual,17,3,4,7,7,2,0,2,2
27223,/content/fashion_data/images/27223.jpg,Dresses,Women,Blue,Summer,Casual,Doodle Kids Girl Printed Blue Dress,Blue,One-Shoulder,Midi,Silk,Abstract,Long Sleeve,Casual,2,9,3,9,0,3,0,2,2
18293,/content/fashion_data/images/18293.jpg,Kurtas,Women,Red,Fall,Ethnic,Aneri Women Barkha Red Kurta,Red,Keyhole,Knee-length,Cotton,Solid,Short Sleeve,Festive/Religious,18,6,1,1,7,4,1,0,2
31371,/content/fashion_data/images/31371.jpg,Tshirts,Men,Navy Blue,Summer,Casual,Locomotive Men Printed Navy Blue T-shirt,Navy Blue,Scoop Neck,Mini,Polyester,Abstract,Short Sleeve,Casual,12,10,4,7,0,4,0,2,0
13714,/content/fashion_data/images/13714.jpg,Sweaters,Men,Black,Fall,Casual,Proline Black Sleeveless Sweater,Black,Cowl Neck,Mini,Wool,Solid,Long Sleeve,Casual,1,2,4,10,7,3,0,0,0
12799,/content/fashion_data/images/12799.jpg,Tshirts,Men,Blue,Fall,Sports,Nike Men Blue Manchester United Jersey,Blue,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Sports,2,3,4,1,7,4,4,0,0
24155,/content/fashion_data/images/24155.jpg,Kurtas,Women,Green,Fall,Ethnic,Aurelia Women Green Kurta,Green,Keyhole,Knee-length,Silk,Solid,Long Sleeve,Festive/Religious,8,6,1,9,7,3,1,0,2
50898,/content/fashion_data/images/50898.jpg,Sarees,Women,Beige,Fall,Ethnic,Prafful Beige & Maroon Printed Sari,Beige,Boat Neck,Floor-length,Satin,Abstract,Cap Sleeve,Festive/Religious,0,0,0,8,0,2,1,0,2
14076,/content/fashion_data/images/14076.jpg,Shirts,Men,Blue,Winter,Casual,Flying Machine Men Check Blue Shirts,Blue,Collared,Mini,Cotton,Plaid,Long Sleeve,Casual,2,1,4,1,5,3,0,3,0
18984,/content/fashion_data/images/18984.jpg,Tshirts,Men,Purple,Fall,Casual,ADIDAS Originals Men Purple Polo T-shirt,Purple,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,17,3,4,1,7,4,0,0,0
19145,/content/fashion_data/images/19145.jpg,Sweatshirts,Men,Red,Fall,Casual,United Colors of Benetton Men Solid Red SweatShirt,Red,Crew Neck,Mini,Cotton,Solid,Long Sleeve,Casual,18,3,4,1,7,3,0,0,0
27096,/content/fashion_data/images/27096.jpg,Kurtas,Women,Cream,Summer,Ethnic,Aneri Women Prachi Cream Kurta,Off White,Keyhole,Knee-length,Crepe,Solid,Short Sleeve,Festive/Religious,14,6,1,2,7,4,1,2,2
17511,/content/fashion_data/images/17511.jpg,Tshirts,Men,Grey,Fall,Casual,Classic Polo Men Stripes Grey Polo T-Shirt,Grey,Crew Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,9,3,4,1,8,2,0,0,0
30350,/content/fashion_data/images/30350.jpg,Tshirts,Men,Pink,Summer,Casual,Myntra Men Burpe Pink T-shirt,Pink,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,16,14,4,1,7,2,0,2,0
38944,/content/fashion_data/images/38944.jpg,Tops,Women,White,Summer,Casual,Gini and Jony Girls Printed White Top,White,Off-Shoulder,Mini,Crepe,Abstract,Sleeveless,Casual,22,8,4,2,0,5,0,2,2
28557,/content/fashion_data/images/28557.jpg,Tshirts,Men,Blue,Summer,Casual,Nike Men Club Polo Blue T-shirt,Blue,Scoop Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,2,10,4,1,7,2,0,2,0
2133,/content/fashion_data/images/2133.jpg,Shirts,Men,Black,Spring,Casual,Basics Men Black Slim Fit Shirt,Black,V-Neck,Knee-length,Cotton,Solid,3/4 Sleeve,Casual,1,14,1,1,7,0,0,1,0
30600,/content/fashion_data/images/30600.jpg,Tshirts,Men,Black,Summer,Sports,Nike Boys Black & White Reversible T-shirt,Black,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Sports,1,3,4,7,7,4,4,2,0
24166,/content/fashion_data/images/24166.jpg,Kurtis,Women,Navy Blue,Fall,Ethnic,Aurelia Women Navy Blue Kurti,Navy Blue,Scoop Neck,Knee-length,Polyester,Solid,3/4 Sleeve,Festive/Religious,12,10,1,7,7,0,1,0,2
54933,/content/fashion_data/images/54933.jpg,Tshirts,Men,Beige,Summer,Casual,Do u speak green Boys Beige T-shirt,Beige,Crew Neck,Mini,Polyester,Solid,Short Sleeve,Casual,0,3,4,7,7,4,0,2,0
54899,/content/fashion_data/images/54899.jpg,Tops,Women,Yellow,Summer,Casual,Do u speak green Women Yellow Top,Yellow,V-Neck,Mini,Crepe,Solid,Short Sleeve,Casual,23,14,4,2,7,4,0,2,2
13099,/content/fashion_data/images/13099.jpg,Sweaters,Men,Blue,Fall,Casual,ADIDAS Men Stadium Fz Po Blue Sweaters,Blue,Turtleneck,Knee-length,Wool,Solid,Long Sleeve,Casual,2,13,1,10,7,3,0,0,0
52917,/content/fashion_data/images/52917.jpg,Sarees,Women,Orange,Fall,Ethnic,FNF Orange Printed Sari,Orange,High Neck,Floor-length,Crepe,Abstract,Sleeveless,Festive/Religious,15,5,0,2,0,5,1,0,2
8417,/content/fashion_data/images/8417.jpg,Tshirts,Women,Yellow,Fall,Casual,Doodle Girl's Saturday 24Am Yellow Teen Kidswear,Yellow,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,23,3,4,1,7,4,0,0,2
23186,/content/fashion_data/images/23186.jpg,Shirts,Men,Black,Fall,Formal,Black Coffee Men Grey and Black Shirt,Black,Collared,Knee-length,Cotton,Solid,3/4 Sleeve,Formal,1,1,1,1,7,0,2,0,0
16908,/content/fashion_data/images/16908.jpg,Sweatshirts,Men,Black,Fall,Casual,Status Quo Men Solid Black Sweatshirt,Black,Crew Neck,Mini,Polyester,Solid,Long Sleeve,Casual,1,3,4,7,7,3,0,0,0
8722,/content/fashion_data/images/8722.jpg,Shirts,Men,Green,Fall,Casual,Indigo Nation Men Stripes Green Shirts,Green,Collared,Mini,Polyester,Striped,Short Sleeve,Casual,8,1,4,7,8,4,0,0,0
50346,/content/fashion_data/images/50346.jpg,Kurtas,Women,Pink,Summer,Ethnic,Aurelia Women Pink Kurta,Pink,Collared,Knee-length,Linen,Solid,Long Sleeve,Festive/Religious,16,1,1,6,7,3,1,2,2
59876,/content/fashion_data/images/59876.jpg,Dresses,Women,Multi,Fall,Casual,Femella Women Black Printed Dress,Multi-color,Sweetheart,Knee-length,Satin,Abstract,Cap Sleeve,Casual,11,12,1,8,0,2,0,0,2
11672,/content/fashion_data/images/11672.jpg,Shirts,Men,Yellow,Fall,Casual,Lee Men Check Yellow Shirts,Yellow,V-Neck,Knee-length,Polyester,Plaid,Short Sleeve,Casual,23,14,1,7,5,4,0,0,0
26726,/content/fashion_data/images/26726.jpg,Tshirts,Men,Black,Summer,Casual,Puma Men Graphic Black T-shirt,Black,V-Neck,Mini,Cotton,Solid,Short Sleeve,Casual,1,14,4,1,7,4,0,2,0
52060,/content/fashion_data/images/52060.jpg,Tshirts,Men,White,Summer,Casual,Myntra Men White Printed T-shirt,White,Scoop Neck,Mini,Cotton,Abstract,Cap Sleeve,Casual,22,10,4,1,0,2,0,2,0
23147,/content/fashion_data/images/23147.jpg,Sweatshirts,Women,Black,Fall,Casual,Quechua Women Fleece Black Sweatshirt,Black,Crew Neck,Knee-length,Cotton,Solid,Long Sleeve,Casual,1,3,1,1,7,3,0,0,2
9826,/content/fashion_data/images/9826.jpg,Tshirts,Women,Green,Fall,Casual,Little Miss Women Printed Green T-shirt,Green,Scoop Neck,Mini,Polyester,Abstract,Cap Sleeve,Casual,8,10,4,7,0,2,0,0,2
59377,/content/fashion_data/images/59377.jpg,Kurtas,Women,White,Summer,Ethnic,Vishudh Women White Printed Kurta,White,Collared,Midi,Linen,Abstract,Long Sleeve,Festive/Religious,22,1,3,6,0,3,1,2,2
4967,/content/fashion_data/images/4967.jpg,Tshirts,Men,Yellow,Summer,Casual,Gini and Jony Boy's Kaffle Yellow Kidswear,Yellow,V-Neck,Mini,Cotton,Solid,Cap Sleeve,Casual,23,14,4,1,7,2,0,2,0
15478,/content/fashion_data/images/15478.jpg,Tshirts,Women,White,Fall,Casual,Puma Women TP Graphic White Tshirts,White,Crew Neck,Mini,Cotton,Solid,Short Sleeve,Casual,22,3,4,1,7,4,0,0,2
49651,/content/fashion_data/images/49651.jpg,Tops,Women,Red,Summer,Casual,Mineral Women Red Top,Red,V-Neck,Mini,Silk,Solid,Cap Sleeve,Casual,18,14,4,9,7,2,0,2,2
15014,/content/fashion_data/images/15014.jpg,Jackets,Men,Black,Fall,Sports,ADIDAS Men Solid Black Jackets,Black,High Neck,Knee-length,Polyester,Solid,Long Sleeve,Sports,1,5,1,7,7,3,4,0,0
52943,/content/fashion_data/images/52943.jpg,Sarees,Women,Yellow,Summer,Ethnic,FNF Yellow Sari,Yellow,Sweetheart,Maxi,Cotton,Solid,Cap Sleeve,Festive/Religious,23,12,2,1,7,2,1,2,2
23154,/content/fashion_data/images/23154.jpg,Tshirts,Men,Off White,Fall,Casual,Mark Taylor Men Off White Printed T-shirt,Off White,Crew Neck,Mini,Polyester,Abstract,Cap Sleeve,Casual,14,3,4,7,0,2,0,0,0
45972,/content/fashion_data/images/45972.jpg,Tops,Women,Red,Summer,Casual,Tokyo Talkies Women Red Printed Top,Red,V-Neck,Mini,Chiffon,Abstract,Cap Sleeve,Casual,18,14,4,0,0,2,0,2,2
53016,/content/fashion_data/images/53016.jpg,Sarees,Women,Blue,Fall,Ethnic,FNF Blue Sari,Blue,High Neck,Maxi,Cotton,Solid,Cap Sleeve,Festive/Religious,2,5,2,1,7,2,1,0,2
27561,/content/fashion_data/images/27561.jpg,Shirts,Men,Lavender,Summer,Casual,Scullers Men Striped Lavender Shirt,Purple,Collared,Knee-length,Cotton,Striped,Long Sleeve,Casual,17,1,1,1,8,3,0,2,0
42176,/content/fashion_data/images/42176.jpg,Tshirts,Men,Grey,Summer,Casual,Status Quo Men Grey Striped T-shirt,Grey,Scoop Neck,Mini,Cotton,Striped,Cap Sleeve,Casual,9,10,4,1,8,2,0,2,0
48516,/content/fashion_data/images/48516.jpg,Tops,Women,Pink,Summer,Casual,French Connection Women Pink Top,Pink,Scoop Neck,Mini,Silk,Solid,Sleeveless,Casual,16,10,4,9,7,5,0,2,2
57067,/content/fashion_data/images/57067.jpg,Jackets,Women,Green,Summer,Casual,Elle Women Green Retro Jacket,Green,High Neck,Knee-length,Polyester,Solid,Long Sleeve,Casual,8,5,1,7,7,3,0,2,2
