id,image_path,category,gender,baseColour,season,usage,productDisplayName,category_encoded,gender_encoded,mapped_color,color_encoded,season_encoded,mapped_usage,usage_encoded
38369,/content/fashion_data/images/38369.jpg,Belts,Men,Black,Summer,Casual,Peter England Men Black Belt,0,0,Black,1,2,Casual,0
18527,/content/fashion_data/images/18527.jpg,Watches,Men,Blue,Winter,Casual,Chhota Bheem Analog Kids-Boys Blue Watch,11,0,Blue,2,3,Casual,0
38184,/content/fashion_data/images/38184.jpg,Sunglasses & Eyewear,Women,Metallic,Winter,Casual,Miami Blues Women Sunglasses,9,2,Metallic,11,3,Casual,0
30056,/content/fashion_data/images/30056.jpg,Watches,Men,Black,Winter,Casual,Skagen Men Black Dial Watch,11,0,Black,1,3,Casual,0
29077,/content/fashion_data/images/29077.jpg,Belts,Men,Black,Winter,Casual,Fastrack Men Leather Black Belt,0,0,Black,1,3,Casual,0
49065,/content/fashion_data/images/49065.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Lino Perros Women Black Handbag,4,2,Black,1,2,Casual,0
40232,/content/fashion_data/images/40232.jpg,Belts,Men,Black,Summer,Casual,Provogue Men Black Leather Belt,0,0,Black,1,2,Casual,0
30025,/content/fashion_data/images/30025.jpg,Watches,Men,Black,Winter,Casual,Kenneth Cole Men Black Dial Watch,11,0,Black,1,3,Casual,0
12746,/content/fashion_data/images/12746.jpg,Scarves & Shawls,Men,Navy Blue,Fall,Casual,Timberland Men Solid Navy Blue Scarves,8,0,Navy Blue,13,0,Casual,0
25645,/content/fashion_data/images/25645.jpg,Watches,Men,Black,Winter,Casual,Fastrack Men Black Casual Watch,11,0,Black,1,3,Casual,0
52863,/content/fashion_data/images/52863.jpg,Earrings,Women,Green,Summer,Casual,Adrika Green Earrings,3,2,Green,8,2,Casual,0
24621,/content/fashion_data/images/24621.jpg,Belts,Men,Black,Summer,Formal,Belmonte Men Leather Black Belt,0,0,Black,1,2,Formal,2
45878,/content/fashion_data/images/45878.jpg,Watches,Men,White,Winter,Casual,Maxima Men White Dial Watch,11,0,White,23,3,Casual,0
47889,/content/fashion_data/images/47889.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Murcia Women Brown Handbag,4,2,Brown,3,2,Casual,0
52574,/content/fashion_data/images/52574.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,Mod'acc Women Beige Clutch,4,2,Beige,0,2,Casual,0
19510,/content/fashion_data/images/19510.jpg,Belts,Men,Brown,Fall,Casual,Wrangler Men Canvas Brown Belt,0,0,Brown,3,0,Casual,0
23770,/content/fashion_data/images/23770.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,Oakley Women Black Forsake Sunglasses,9,2,Black,1,3,Casual,0
25649,/content/fashion_data/images/25649.jpg,Watches,Men,Blue,Winter,Casual,Fastrack Men Blue Casual Watch,11,0,Blue,2,3,Casual,0
48835,/content/fashion_data/images/48835.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain,6,2,Silver,20,2,Casual,0
59455,/content/fashion_data/images/59455.jpg,Rings,Women,Silver,Summer,Casual,Lucera Silver Ring,7,2,Silver,20,2,Casual,0
25292,/content/fashion_data/images/25292.jpg,Handbags & Clutches,Women,Olive,Summer,Casual,Lino Perros Women Small Olive Handbag,4,2,Green,8,2,Casual,0
16951,/content/fashion_data/images/16951.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Image Men Classic Eyewear Black Sunglasses,9,0,Black,1,3,Casual,0
59257,/content/fashion_data/images/59257.jpg,Watches,Women,White,Winter,Casual,Titan Women White Watch,11,2,White,23,3,Casual,0
48853,/content/fashion_data/images/48853.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain,6,2,Silver,20,2,Casual,0
13818,/content/fashion_data/images/13818.jpg,Hats & Headwear,Men,Navy Blue,Fall,Casual,Proline Men Navy & Grey Colourblocked Beanie,5,0,Navy Blue,13,0,Casual,0
51266,/content/fashion_data/images/51266.jpg,Belts,Men,Black,Summer,Casual,Parx Men Black Belt,0,0,Black,1,2,Casual,0
20571,/content/fashion_data/images/20571.jpg,Handbags & Clutches,Women,White,Winter,Casual,Baggit Women Selection Taj White Sling Bag,4,2,White,23,3,Casual,0
53587,/content/fashion_data/images/53587.jpg,Watches,Men,White,Winter,Casual,Q&Q Men White Dial Watch,11,0,White,23,3,Casual,0
42952,/content/fashion_data/images/42952.jpg,Belts,Men,Brown,Summer,Casual,French Connection Men Brown Leather Belt,0,0,Brown,3,2,Casual,0
54644,/content/fashion_data/images/54644.jpg,Watches,Men,Black,Winter,Casual,Fastrack Men Black Dial Watch,11,0,Black,1,3,Casual,0
40502,/content/fashion_data/images/40502.jpg,Watches,Men,Cream,Winter,Casual,Titan Men Cream-Coloured Dial Watch NB1072YL06,11,0,Off White,15,3,Casual,0
43753,/content/fashion_data/images/43753.jpg,Bracelets & Bangles,Women,Gold,Summer,Casual,Royal Diadem Set of 2 Golden Bangles,1,2,Gold,7,2,Casual,0
50431,/content/fashion_data/images/50431.jpg,Handbags & Clutches,Unisex,Khaki,Summer,Casual,Lino Perros Unisex Khaki Bag,4,1,Tan,21,2,Casual,0
54036,/content/fashion_data/images/54036.jpg,Handbags & Clutches,Women,Charcoal,Summer,Casual,Kiara Women Charcoal Handbag,4,2,Grey,9,2,Casual,0
21700,/content/fashion_data/images/21700.jpg,Watches,Women,White,Winter,Casual,Fossil Women White Dial Watch ES2981,11,2,White,23,3,Casual,0
36784,/content/fashion_data/images/36784.jpg,Watches,Men,Silver,Winter,Casual,Maxima Men Silver Dial Scuba Watch,11,0,Silver,20,3,Casual,0
25612,/content/fashion_data/images/25612.jpg,Watches,Women,Black,Winter,Casual,Fastrack Women Black Watch,11,2,Black,1,3,Casual,0
28175,/content/fashion_data/images/28175.jpg,Sunglasses & Eyewear,Men,White,Winter,Casual,Ray-Ban Men Aviator White Sunglasses,9,0,White,23,3,Casual,0
17435,/content/fashion_data/images/17435.jpg,Watches,Women,Blue,Winter,Casual,Casio Enticer Women Silver Analogue Watches (SH147) LTP-2069D-2A2VDF,11,2,Blue,2,3,Casual,0
16758,/content/fashion_data/images/16758.jpg,Handbags & Clutches,Women,White,Winter,Casual,Spice Art Women Double Handle Shimmer Handbags,4,2,White,23,3,Casual,0
38004,/content/fashion_data/images/38004.jpg,Watches,Women,Blue,Winter,Casual,Q&Q Women Blue Watch,11,2,Blue,2,3,Casual,0
17950,/content/fashion_data/images/17950.jpg,Hats & Headwear,Unisex,Black,Fall,Sports,Nike Unisex Swoosh Black Bandana,5,1,Black,1,0,Sports,4
40564,/content/fashion_data/images/40564.jpg,Watches,Women,White,Winter,Casual,Titan Women White Dial Watch,11,2,White,23,3,Casual,0
48615,/content/fashion_data/images/48615.jpg,Earrings,Women,Silver,Summer,Casual,Lucera Women Silver Earrings,3,2,Silver,20,2,Casual,0
28412,/content/fashion_data/images/28412.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Idee Men Black Sunglasses,9,0,Black,1,3,Casual,0
48607,/content/fashion_data/images/48607.jpg,Earrings,Women,Silver,Fall,Casual,Lucera Women Silver Earrings,3,2,Silver,20,0,Casual,0
34968,/content/fashion_data/images/34968.jpg,Scarves & Shawls,Women,Blue,Summer,Ethnic,Fabindia Women Printed Blue Chanderi Stole,8,2,Blue,2,2,Festive/Religious,1
27841,/content/fashion_data/images/27841.jpg,Belts,Men,White,Summer,Casual,Bulchee Men Plain Jeans White Belt,0,0,White,23,2,Casual,0
36664,/content/fashion_data/images/36664.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Paridhan Women Brown Handbag,4,2,Brown,3,2,Casual,0
54659,/content/fashion_data/images/54659.jpg,Watches,Women,Black,Winter,Casual,Fastrack Women Red Dial Watch,11,2,Black,1,3,Casual,0
51929,/content/fashion_data/images/51929.jpg,Handbags & Clutches,Women,White,Summer,Casual,Nyk Women White Oliver Handbag,4,2,White,23,2,Casual,0
16739,/content/fashion_data/images/16739.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Spice Art Women Crystal Flower Black Clutch,4,2,Black,1,3,Casual,0
46459,/content/fashion_data/images/46459.jpg,Watches,Women,White,Winter,Casual,Timex Women White Dial Watch,11,2,White,23,3,Casual,0
8257,/content/fashion_data/images/8257.jpg,Handbags & Clutches,Women,Red,Winter,Casual,Fastrack Women Red Handbag,4,2,Red,19,3,Casual,0
52202,/content/fashion_data/images/52202.jpg,Necklaces & Chains,Women,Silver,Fall,Casual,Lencia Sterling Silver Pendant,6,2,Silver,20,0,Casual,0
51703,/content/fashion_data/images/51703.jpg,Sunglasses & Eyewear,Unisex,Brown,Winter,Casual,Van Heusen Unisex Wayfarer Sunglasses VH220-C2,9,1,Brown,3,3,Casual,0
35903,/content/fashion_data/images/35903.jpg,Handbags & Clutches,Women,Pink,Winter,Casual,Peperone Women Pink Handbag Handbags,4,2,Pink,17,3,Casual,0
38488,/content/fashion_data/images/38488.jpg,Belts,Women,Bronze,Summer,Casual,Baggit Women Charmy Jassy Bronze Belt,0,2,Copper,6,2,Casual,0
21487,/content/fashion_data/images/21487.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Kiara Women Steel Design Black Handbag,4,2,Black,1,3,Casual,0
51918,/content/fashion_data/images/51918.jpg,Handbags & Clutches,Women,Green,Summer,Casual,Nyk Women Green Horado Handbag,4,2,Green,8,2,Casual,0
34625,/content/fashion_data/images/34625.jpg,Watches,Men,Grey,Winter,Casual,Kenneth Cole Men Grey Dial Watch,11,0,Grey,9,3,Casual,0
58254,/content/fashion_data/images/58254.jpg,Handbags & Clutches,Women,Teal,Summer,Casual,Baggit Women Teal Purse,4,2,Teal,22,2,Casual,0
31832,/content/fashion_data/images/31832.jpg,Watches,Men,White,Winter,Casual,Titan Men Chronograph White Dial Watch,11,0,White,23,3,Casual,0
28373,/content/fashion_data/images/28373.jpg,Sunglasses & Eyewear,Men,Metallic,Winter,Casual,Idee Men Metallic Sunglasses,9,0,Metallic,11,3,Casual,0
48552,/content/fashion_data/images/48552.jpg,Belts,Men,Black,Summer,Casual,Wrangler Men Black Square Ring Canvas Belt,0,0,Black,1,2,Casual,0
4603,/content/fashion_data/images/4603.jpg,Handbags & Clutches,Women,Blue,Winter,Casual,Wildcraft Blue & Grey Printed Tote Bag,4,2,Blue,2,3,Casual,0
9919,/content/fashion_data/images/9919.jpg,Handbags & Clutches,Women,Black,Fall,Casual,Puma Women Ferrari LS Black Handbags,4,2,Black,1,0,Casual,0
32349,/content/fashion_data/images/32349.jpg,Watches,Men,Steel,Winter,Casual,Q&Q Men Steel Watch,11,0,Metallic,11,3,Casual,0
48541,/content/fashion_data/images/48541.jpg,Belts,Men,Brown,Summer,Casual,Wrangler Men Brown Belt,0,0,Brown,3,2,Casual,0
38315,/content/fashion_data/images/38315.jpg,Handbags & Clutches,Women,Grey,Summer,Casual,Puma Women Dazzle Medium Hobo Grey Bag,4,2,Grey,9,2,Casual,0
10219,/content/fashion_data/images/10219.jpg,Watches,Men,Yellow,Winter,Casual,Carrera Men Strap dial Yellow Watches,11,0,Yellow,24,3,Casual,0
27838,/content/fashion_data/images/27838.jpg,Belts,Men,Brown,Summer,Casual,Bulchee Men Brown Leather Belt,0,0,Brown,3,2,Casual,0
48232,/content/fashion_data/images/48232.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,United Colors of Benetton Women Black Sunglasses,9,2,Black,1,3,Casual,0
51635,/content/fashion_data/images/51635.jpg,Watches,Women,White,Winter,Casual,Fossil Women White Dial Chronograph Watch CH2824,11,2,White,23,3,Casual,0
53620,/content/fashion_data/images/53620.jpg,Watches,Unisex,White,Winter,Casual,Q&Q Unisex White Digital Watch,11,1,White,23,3,Casual,0
41240,/content/fashion_data/images/41240.jpg,Belts,Men,Black,Summer,Formal,Arrow Men Black Belt,0,0,Black,1,2,Formal,2
35013,/content/fashion_data/images/35013.jpg,Scarves & Shawls,Women,Rust,Summer,Ethnic,Fabindia Women Printed Rust Stole,8,2,Copper,6,2,Festive/Religious,1
24784,/content/fashion_data/images/24784.jpg,Belts,Women,White,Winter,Casual,Lino Perros Women Ladies Belts White/Pink White Belts,0,2,White,23,3,Casual,0
47297,/content/fashion_data/images/47297.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,Baggit Women Beige Handbag,4,2,Beige,0,2,Casual,0
54375,/content/fashion_data/images/54375.jpg,Earrings,Women,Silver,Fall,Casual,Avon Silver Toned Envy Me Earrings,3,2,Silver,20,0,Casual,0
17531,/content/fashion_data/images/17531.jpg,Hats & Headwear,Unisex,Navy Blue,Fall,Sports,ADIDAS Unisex Sports Navy Blue Caps,5,1,Navy Blue,13,0,Sports,4
53943,/content/fashion_data/images/53943.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,Kiara Women Brown Handbag,4,2,Brown,3,2,Casual,0
35005,/content/fashion_data/images/35005.jpg,Scarves & Shawls,Women,Black,Summer,Ethnic,Fabindia Women Printed Black Stole,8,2,Black,1,2,Festive/Religious,1
28289,/content/fashion_data/images/28289.jpg,Sunglasses & Eyewear,Men,Grey,Winter,Casual,Fastrack Men Grey Sunglasses,9,0,Grey,9,3,Casual,0
37324,/content/fashion_data/images/37324.jpg,Watches,Women,White,Winter,Casual,CASIO Sheen Women White Dial Chronograph Watch SX033 SHE-5514D-7ADR,11,2,White,23,3,Casual,0
44976,/content/fashion_data/images/44976.jpg,Watches,Men,Black,Winter,Casual,Maxima Attivo Men Black Dial Watch,11,0,Black,1,3,Casual,0
38050,/content/fashion_data/images/38050.jpg,Watches,Men,Black,Winter,Casual,Q&Q Men Black Digital Watch M119J003Y,11,0,Black,1,3,Casual,0
40545,/content/fashion_data/images/40545.jpg,Watches,Women,Gold,Winter,Casual,Titan Raga Women Gold Watch,11,2,Gold,7,3,Casual,0
21330,/content/fashion_data/images/21330.jpg,Sunglasses & Eyewear,Men,Gold,Winter,Casual,Louis Philippe Men Gold Frame Sunglasses,9,0,Gold,7,3,Casual,0
25225,/content/fashion_data/images/25225.jpg,Handbags & Clutches,Women,Blue,Winter,Casual,Lino Perros Women Blue Handbag,4,2,Blue,2,3,Casual,0
45140,/content/fashion_data/images/45140.jpg,Watches,Men,Black,Winter,Casual,Casio Enticer Men Silver Analogue Watches (A389) MTP-1247D-1AVDF,11,0,Black,1,3,Casual,0
58540,/content/fashion_data/images/58540.jpg,Sunglasses & Eyewear,Men,Grey,Winter,Casual,Miami Blues Men Sunglasses,9,0,Grey,9,3,Casual,0
29413,/content/fashion_data/images/29413.jpg,Watches,Men,Silver,Winter,Casual,Giordano Men Silver Dial Watch,11,0,Silver,20,3,Casual,0
47671,/content/fashion_data/images/47671.jpg,Scarves & Shawls,Women,White,Summer,Casual,Femella Women White & Black Scarf,8,2,White,23,2,Casual,0
16082,/content/fashion_data/images/16082.jpg,Sunglasses & Eyewear,Women,Red,Winter,Casual,Mayhem Women Gradient Sunglasses MAYS-9004-103,9,2,Red,19,3,Casual,0
12348,/content/fashion_data/images/12348.jpg,Handbags & Clutches,Men,Green,Spring,Travel,test dispName,4,0,Green,8,1,Casual,0
20963,/content/fashion_data/images/20963.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Fastrack Women Polyester Black Sling Bag,4,2,Black,1,3,Casual,0
38228,/content/fashion_data/images/38228.jpg,Sunglasses & Eyewear,Unisex,Black,Winter,Casual,Polaroid Unisex Sunglasses,9,1,Black,1,3,Casual,0
51672,/content/fashion_data/images/51672.jpg,Sunglasses & Eyewear,Men,Silver,Winter,Casual,Louis Philippe Men Maroon Sunglasses,9,0,Silver,20,3,Casual,0
51708,/content/fashion_data/images/51708.jpg,Sunglasses & Eyewear,Unisex,Brown,Winter,Casual,Van Heusen Unisex Sunglasses VH214-C3,9,1,Brown,3,3,Casual,0
29912,/content/fashion_data/images/29912.jpg,Watches,Women,Silver,Winter,Casual,Police Women Silver-Toned Dial Watch PL12207MS-04M,11,2,Silver,20,3,Casual,0
51518,/content/fashion_data/images/51518.jpg,Watches,Men,Black,Winter,Casual,Fastrack Men Black Dial Watch,11,0,Black,1,3,Casual,0
31715,/content/fashion_data/images/31715.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings,3,2,Silver,20,3,Festive/Religious,1
28293,/content/fashion_data/images/28293.jpg,Sunglasses & Eyewear,Men,Brown,Winter,Casual,Fastrack Men Sunglasses,9,0,Brown,3,3,Casual,0
45211,/content/fashion_data/images/45211.jpg,Watches,Women,White,Winter,Casual,CASIO ENTICER Women White Dial Analogue Watch A666,11,2,White,23,3,Casual,0
25234,/content/fashion_data/images/25234.jpg,Handbags & Clutches,Women,Blue,Winter,Casual,Lino Perros Women Leatherette Blue & Black Handbag,4,2,Blue,2,3,Casual,0
27840,/content/fashion_data/images/27840.jpg,Belts,Men,Red,Summer,Casual,Bulchee Men Red Leather Belt,0,0,Red,19,2,Casual,0
35095,/content/fashion_data/images/35095.jpg,Scarves & Shawls,Women,Red,Winter,Casual,Allen Solly Women Red Scarf,8,2,Red,19,3,Casual,0
59579,/content/fashion_data/images/59579.jpg,Cufflinks,Men,Bronze,Summer,Casual,Revv Men Bronze Coloured Cufflinks,2,0,Copper,6,2,Casual,0
8669,/content/fashion_data/images/8669.jpg,Sunglasses & Eyewear,Unisex,Green,Winter,Casual,Fastrack Unisex Green Sunglasses,9,1,Green,8,3,Casual,0
25322,/content/fashion_data/images/25322.jpg,Watches,Men,Grey,Winter,Casual,Casio Edifice Men Chronograph Watch EF-550D-7AVDF(ED391),11,0,Grey,9,3,Casual,0
5069,/content/fashion_data/images/5069.jpg,Watches,Women,Purple,Winter,Casual,Being Human Women Dial Strap Purple Watch,11,2,Purple,18,3,Casual,0
32322,/content/fashion_data/images/32322.jpg,Watches,Men,Silver,Winter,Casual,Q&Q Men Silver Watch,11,0,Silver,20,3,Casual,0
16846,/content/fashion_data/images/16846.jpg,Sunglasses & Eyewear,Men,Brown,Winter,Casual,Idee Men Funky Eyewear Brown Sunglasses,9,0,Brown,3,3,Casual,0
58046,/content/fashion_data/images/58046.jpg,Earrings,Women,Silver,Fall,Casual,Rreverie Silver & Black Earrings,3,2,Silver,20,0,Casual,0
33918,/content/fashion_data/images/33918.jpg,Watches,Women,White,Winter,Casual,Citizen Women White Dial Watch,11,2,White,23,3,Casual,0
25752,/content/fashion_data/images/25752.jpg,Belts,Men,Mustard,Winter,Casual,Lino Perros Men Canvas Mustard Belt,0,0,Yellow,24,3,Casual,0
43572,/content/fashion_data/images/43572.jpg,Handbags & Clutches,Women,Black,Summer,Casual,Puma Women Black Handbag,4,2,Black,1,2,Casual,0
43865,/content/fashion_data/images/43865.jpg,Earrings,Women,Gold,Summer,Ethnic,Royal Diadem Golden Earrings,3,2,Gold,7,2,Festive/Religious,1
29909,/content/fashion_data/images/29909.jpg,Watches,Men,Black,Winter,Casual,Police Men Black Dial Watch PL12170JS,11,0,Black,1,3,Casual,0
45242,/content/fashion_data/images/45242.jpg,Watches,Women,Black,Winter,Casual,CASIO Baby-G Women Analogue & Digital Watch BX007,11,2,Black,1,3,Casual,0
59509,/content/fashion_data/images/59509.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Silver Pendant With Chain,6,2,Silver,20,2,Casual,0
29963,/content/fashion_data/images/29963.jpg,Sunglasses & Eyewear,Men,Grey,Winter,Casual,Cat Men Sheet Sunglasses,9,0,Grey,9,3,Casual,0
48224,/content/fashion_data/images/48224.jpg,Sunglasses & Eyewear,Women,Black,Winter,Casual,United Colors of Benetton Women Black Sunglasses,9,2,Black,1,3,Casual,0
59292,/content/fashion_data/images/59292.jpg,Watches,Men,Grey,Winter,Casual,Titan Men Grey Watch,11,0,Grey,9,3,Casual,0
49684,/content/fashion_data/images/49684.jpg,Ties & Bowties,Men,Blue,Summer,Formal,Park Avenue Men Blue Tie,10,0,Blue,2,2,Formal,2
54014,/content/fashion_data/images/54014.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Kiara Women Blue Handbag,4,2,Blue,2,2,Casual,0
46059,/content/fashion_data/images/46059.jpg,Bracelets & Bangles,Women,Gold,Winter,Casual,Estelle Women Gold Colour Studded Bracelet,1,2,Gold,7,3,Casual,0
20967,/content/fashion_data/images/20967.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Fastrack Women Polyester Black Sling Bag,4,2,Black,1,3,Casual,0
42859,/content/fashion_data/images/42859.jpg,Handbags & Clutches,Women,Brown,Summer,Casual,French Connection Women Brown Alexandra Handbag,4,2,Brown,3,2,Casual,0
59430,/content/fashion_data/images/59430.jpg,Handbags & Clutches,Women,White,Summer,Casual,Spice Art Women White Handbag,4,2,White,23,2,Casual,0
20526,/content/fashion_data/images/20526.jpg,Belts,Women,Blue,Winter,Casual,Baggit Women Flora Astro Blue Belt,0,2,Blue,2,3,Casual,0
35313,/content/fashion_data/images/35313.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings,3,2,Silver,20,3,Festive/Religious,1
34975,/content/fashion_data/images/34975.jpg,Scarves & Shawls,Women,Maroon,Summer,Ethnic,Fabindia Women Cream Chanderi Stole,8,2,Maroon,10,2,Festive/Religious,1
48903,/content/fashion_data/images/48903.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant with Chain,6,2,Silver,20,2,Casual,0
34929,/content/fashion_data/images/34929.jpg,Scarves & Shawls,Women,Beige,Summer,Ethnic,Fabindia Beige Dupatta,8,2,Beige,0,2,Festive/Religious,1
23720,/content/fashion_data/images/23720.jpg,Sunglasses & Eyewear,Unisex,Steel,Winter,Casual,Ray-Ban Unisex Highstreet Sunglasses,9,1,Metallic,11,3,Casual,0
28211,/content/fashion_data/images/28211.jpg,Sunglasses & Eyewear,Men,Brown,Winter,Casual,Ray-Ban Men Caribbean Brown Sunglasses,9,0,Brown,3,3,Casual,0
42857,/content/fashion_data/images/42857.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,French Connection Women Pink Hot Fuzz Clutch,4,2,Pink,17,2,Casual,0
38428,/content/fashion_data/images/38428.jpg,Handbags & Clutches,Women,Brown,Fall,Casual,Baggit Women Brown Clutch,4,2,Brown,3,0,Casual,0
48844,/content/fashion_data/images/48844.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Women Silver Pendant,6,2,Silver,20,2,Casual,0
29069,/content/fashion_data/images/29069.jpg,Handbags & Clutches,Women,Olive,Winter,Casual,Fastrack Women Olive Handbag,4,2,Green,8,3,Casual,0
54504,/content/fashion_data/images/54504.jpg,Handbags & Clutches,Women,Blue,Summer,Casual,Lino Perros Women Blue Handbag,4,2,Blue,2,2,Casual,0
18782,/content/fashion_data/images/18782.jpg,Ties & Bowties,Men,Cream,Summer,Formal,Peter England Men Elite Cream Tie,10,0,Off White,15,2,Formal,2
16872,/content/fashion_data/images/16872.jpg,Sunglasses & Eyewear,Women,Brown,Winter,Casual,Idee Women Funky Eyewear Brown Sunglasses,9,2,Brown,3,3,Casual,0
19270,/content/fashion_data/images/19270.jpg,Watches,Women,Steel,Winter,Casual,Guess Women Mini Prism Steel Watch,11,2,Metallic,11,3,Casual,0
39016,/content/fashion_data/images/39016.jpg,Watches,Women,White,Winter,Casual,CASIO ENTICER Women White Dial Analogue Watch A624,11,2,White,23,3,Casual,0
53648,/content/fashion_data/images/53648.jpg,Handbags & Clutches,Women,Beige,Summer,Casual,Kiara Women Beige Handbag,4,2,Beige,0,2,Casual,0
25932,/content/fashion_data/images/25932.jpg,Scarves & Shawls,Women,Black,Summer,Casual,Femella Women Black Scarf,8,2,Black,1,2,Casual,0
49034,/content/fashion_data/images/49034.jpg,Rings,Women,Silver,Summer,Casual,Lucera Women Silver Ring,7,2,Silver,20,2,Casual,0
8711,/content/fashion_data/images/8711.jpg,Sunglasses & Eyewear,Unisex,Brown,Winter,Casual,Fastrack Unisex Brown Sunglasses,9,1,Brown,3,3,Casual,0
16992,/content/fashion_data/images/16992.jpg,Belts,Women,Black,Summer,Casual,Puma Women Dizzy  Black Belt,0,2,Black,1,2,Casual,0
27813,/content/fashion_data/images/27813.jpg,Belts,Men,Brown,Summer,Formal,Bulchee Men Brown & Black Reversible Belt,0,0,Brown,3,2,Formal,2
23288,/content/fashion_data/images/23288.jpg,Watches,Men,Black,Winter,Casual,Maxima Men Black Dial Watch,11,0,Black,1,3,Casual,0
21338,/content/fashion_data/images/21338.jpg,Sunglasses & Eyewear,Men,Gold,Winter,Casual,Louis Philippe Men Gold Frame Sunglasses,9,0,Gold,7,3,Casual,0
15946,/content/fashion_data/images/15946.jpg,Ties & Bowties,Men,Black,Fall,Formal,Turtle Men Solid Black Ties,10,0,Black,1,0,Formal,2
16785,/content/fashion_data/images/16785.jpg,Watches,Unisex,Green,Winter,Casual,ADIDAS Originals Unisex Green Dial Watch ADH2545,11,1,Green,8,3,Casual,0
17585,/content/fashion_data/images/17585.jpg,Sunglasses & Eyewear,Men,Black,Summer,Sports,Speedo Men Funky Eyewear Black Sunglasses,9,0,Black,1,2,Sports,4
28354,/content/fashion_data/images/28354.jpg,Sunglasses & Eyewear,Men,Brown,Winter,Casual,Idee Men Brown Sunglasses,9,0,Brown,3,3,Casual,0
10331,/content/fashion_data/images/10331.jpg,Belts,Men,Black,Fall,Casual,Indigo Nation Men basalt Black Belts,0,0,Black,1,0,Casual,0
34889,/content/fashion_data/images/34889.jpg,Handbags & Clutches,Women,Pink,Summer,Casual,Envirosax Women Pink Bag,4,2,Pink,17,2,Casual,0
17314,/content/fashion_data/images/17314.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,Pepe Jeans Men Casual Sunglasses,9,0,Black,1,3,Casual,0
49692,/content/fashion_data/images/49692.jpg,Ties & Bowties,Men,Red,Summer,Casual,Park Avenue Men Red Tie,10,0,Red,19,2,Casual,0
25768,/content/fashion_data/images/25768.jpg,Belts,Men,Cream,Summer,Formal,Lino Perros Men Cream Suspenders,0,0,Off White,15,2,Formal,2
49675,/content/fashion_data/images/49675.jpg,Sunglasses & Eyewear,Men,Black,Winter,Casual,United Colors of Benetton Men Sunglass,9,0,Black,1,3,Casual,0
56213,/content/fashion_data/images/56213.jpg,Earrings,Women,Gold,Winter,Casual,Estelle Women Gold Earrings,3,2,Gold,7,3,Casual,0
40003,/content/fashion_data/images/40003.jpg,Sunglasses & Eyewear,Men,Steel,Winter,Casual,Park Avenue Men Steel Frame Sunglasses,9,0,Metallic,11,3,Casual,0
25642,/content/fashion_data/images/25642.jpg,Watches,Men,Black,Winter,Casual,Fastrack Men Black Casual Watch,11,0,Black,1,3,Casual,0
35310,/content/fashion_data/images/35310.jpg,Earrings,Women,Silver,Winter,Ethnic,Fabindia Women Anusuya Silver Earrings,3,2,Silver,20,3,Festive/Religious,1
33473,/content/fashion_data/images/33473.jpg,Belts,Women,Brown,Summer,Casual,Baggit Women Choti Jhuti Brown Belt,0,2,Brown,3,2,Casual,0
59513,/content/fashion_data/images/59513.jpg,Necklaces & Chains,Women,Silver,Summer,Casual,Lucera Silver Pendant With Chain,6,2,Silver,20,2,Casual,0
45017,/content/fashion_data/images/45017.jpg,Watches,Unisex,Black,Winter,Casual,Maxima Unisex Black Dial His and Hers Watches,11,1,Black,1,3,Casual,0
17062,/content/fashion_data/images/17062.jpg,Belts,Women,Red,Winter,Casual,Lino Perros Women Flower Design Red Belt,0,2,Red,19,3,Casual,0
10735,/content/fashion_data/images/10735.jpg,Handbags & Clutches,Women,Black,Winter,Casual,Murcia Women Mcc Black Black Handbags,4,2,Black,1,3,Casual,0
45917,/content/fashion_data/images/45917.jpg,Watches,Men,Blue,Winter,Casual,Maxima Men Blue Dial Watch,11,0,Blue,2,3,Casual,0
